"Performance Detail Submission: ID","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Website","Parent Submission: Regulatory Approval","Clinical Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Clinical Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000B5QIn","","Adaltis srl","RAPiDgen SARS-CoV-2 Ag Test","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.adaltis.net/","CE-IVD","91.87","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIo","","ADS Biotec Inc.","SARS-CoV-2 Antigen Rapid Test Kit (Fluorescence Immunochromatography)","SARS-CoV-2","Regulatory Achieved","United States","Americas","www.adsbiotec.com","CE-IVD","97.12","","","99.60","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Unknown","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Serum","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wJ4","04.06.2021","Advy Y Chemical Pvt. ltd.","EzDx Covid 19 Rapid Antigen Test","SARS-CoV-2","Regulatory Achieved","India","South-East Asia","","India CDSCO; Other","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIp","","AEHEALTH LIMITED","COVID-19 Antigen Rapid Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","0","CE-IVD","96.88","","","99.21","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wC4","30.03.2021","AESKU Diagnostics GmbH","AESKU RAPID SARS-CoV-2 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","Germany","Europe","","CE-IVD; Germany BfArM","100.00","","","98.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIq","","Affimedix, Inc.","TestNOW - COVID-19 Antigen Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","www.affimedix.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wE4","06.04.2021","Alfa Scientific Designs, Inc.","Instant-view Plus Covid-19 Antigen Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.alfascientific.com","CE-IVD","92.00","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","7.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2le8","02.02.2022","Alfresa Pharma Corporation","ALSONIC COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","https://www.alfresa-pharma.co.jp/english/","Japan MHLW","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIr","","ALLUM SRL","DAILY TAMPON","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.allumbiotech.com","CE-IVD","99.00","","","99.00","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wCU","02.04.2021","AlphaBiolabs","Rapid COVID-19 Ag Antigen Test","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://alphabiolabs.co.uk/workplace-testing-services/rapid-covid-19-antigen-test/","CE-IVD","97.60","","","99.90","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","30.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QIs","","Amazing Biotech (Shanghai) Co.,LTD","COVID-19 Antigen Sealing Tube Test Strip (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","0","CE-IVD","96.62","","","99.29","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wC5","30.03.2021","Amec GmbH","COVID-19 Antigen Quick Test (Spit Test)","SARS-CoV-2","Regulatory Achieved","Germany","Europe","","Germany BfArM","91.30","85.90","94.70","99.60","98.50","99.90","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","15.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5O","02.03.2021","AMEDA Labordiagnostik GmbH","AMP Rapid Test SARS-CoV-2 Ag","SARS-CoV-2","Regulatory Achieved","Austria","Europe","https://www.amp-med.com","CE-IVD; Germany BfArM; Other","97.30","90.00","99.80","100.00","96.60","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5P","02.03.2021","AMEDA Labordiagnostik GmbH","AMP Rapid Test SARS-CoV-2 Ag Sputum","SARS-CoV-2","Regulatory Achieved","Austria","Europe","https://www.amp-med.com","CE-IVD; Germany BfArM; Other","92.20","86.10","96.60","100.00","98.50","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wCV","02.04.2021","Amedica AS","Amela Covid-19 Antigen test","SARS-CoV-2","Regulatory Achieved","Norway","Europe","https://www.amedicamedical.com/products","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","30.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B3qLH","24.02.2022","Amper Inc.","AMPER COVID-19 Antigen Rapid Testing Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","United States","Americas","http://www.amperbio.com","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","","","","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B3qLI","24.02.2022","Amper Inc.","AMPER COVID-19 Antigen Rapid Testing Kit (Colloidal Gold) (at-home)","SARS-CoV-2","Regulatory Achieved","United States","Americas","http://www.amperbio.com","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","","","","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w9y","18.03.2021","AMS UK ltd.","2019-nCoV Antigen Device (Saliva)","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://www.amslabs.co.uk","CE-IVD","94.60","88.50","98.00","99.10","96.80","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w9z","18.03.2021","AMS UK ltd.","2019-nCoV Antigen Device (Anterior Nasal Swab)","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://www.amslabs.co.uk","CE-IVD","96.30","94.20","97.10","99.50","97.90","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5e","03.03.2021","AMS UK ltd.","2019-nCoV Antigen Device","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://www.amslabs.co.uk","CE-IVD","96.40","","","99.20","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
